lat_cell,lon_cell,continent,year,n_rec,S_obs,S_rare10
-30.3,30.5,africa,2025,1,1,
8.7,38.9,africa,2024,4,5,
0.0,32.4,africa,2023,5,5,
-0.6,36.6,africa,2023,1,2,
3.6,33.6,africa,2024,1,1,
0.2,38.1,africa,2023,1,1,
-33.1,26.4,africa,2023,1,1,
31.3,-7.8,africa,2024,6,5,
-34.3,20.3,africa,2023,7,7,
-25.3,29.3,africa,2023,1,2,
9.1,-1.7,africa,2024,2,1,
5.6,-0.2,africa,2024,1,1,
-3.3,15.4,africa,2024,6,8,
-28.1,32.0,africa,2024,1,1,
-16.1,34.8,africa,2024,2,2,
-13.7,29.2,africa,2024,1,1,
16.7,-3.1,africa,2025,4,2,
4.6,-7.5,africa,2023,1,1,
-33.5,18.3,africa,2024,4,3,
-29.9,25.1,africa,2023,2,2,
-3.4,36.7,africa,2023,2,2,
32.9,-1.7,africa,2024,4,1,
15.9,-13.4,africa,2024,2,2,
9.5,-1.4,africa,2024,1,1,
11.6,-15.1,africa,2023,5,6,
-22.6,17.0,africa,2025,2,2,
-22.9,28.6,africa,2024,1,1,
-29.8,25.1,africa,2024,4,3,
-21.5,15.6,africa,2024,6,5,
-25.2,28.1,africa,2024,1,3,
-20.4,15.4,africa,2024,2,1,
-30.6,21.3,africa,2024,1,2,
-25.4,28.3,africa,2023,1,2,
-30.1,24.8,africa,2024,5,4,
-30.9,22.0,africa,2024,1,2,
-3.4,29.2,africa,2025,12,10,9.303
-1.3,36.8,africa,2024,3,3,
-30.1,24.9,africa,2024,3,3,
-34.3,21.9,africa,2023,2,2,
-23.3,31.3,africa,2024,1,1,
-19.3,18.4,africa,2024,8,7,
-29.1,29.4,africa,2024,4,6,
6.2,-0.4,africa,2023,3,4,
-26.6,28.2,africa,2023,1,1,
0.1,30.0,africa,2023,1,1,
6.2,1.8,africa,2024,2,2,
0.5,9.3,africa,2024,3,3,
6.3,2.0,africa,2024,1,1,
10.6,19.7,africa,2024,3,3,
7.1,2.0,africa,2024,1,1,
31.2,-8.0,africa,2023,1,2,
-3.2,35.5,africa,2023,4,4,
-12.5,27.6,africa,2024,12,10,8.636
-28.7,28.8,africa,2024,3,3,
0.0,36.9,africa,2024,1,1,
-1.2,36.6,africa,2024,2,2,
36.3,6.6,africa,2025,3,3,
9.6,-12.2,africa,2023,4,4,
-25.7,28.3,africa,2025,5,5,
-3.3,35.4,africa,2024,3,3,
29.0,-9.4,africa,2024,1,1,
31.5,-5.0,africa,2024,3,2,
31.3,-4.1,africa,2024,7,4,
-17.9,25.6,africa,2025,1,2,
-3.8,36.0,africa,2025,1,1,
-33.1,20.5,africa,2023,1,1,
-4.0,35.8,africa,2024,4,3,
0.5,17.2,africa,2024,6,8,
-15.0,28.1,africa,2024,1,1,
-18.3,32.9,africa,2025,1,1,
16.6,-15.0,africa,2023,3,3,
-34.4,21.7,africa,2025,1,1,
-13.0,13.5,africa,2025,1,1,
14.7,-17.5,africa,2025,2,3,
-24.8,31.5,africa,2025,1,1,
12.8,17.1,africa,2025,5,4,
16.2,-16.2,africa,2025,3,3,
-33.5,26.9,africa,2024,3,14,
-14.9,13.3,africa,2024,1,1,
-4.1,36.0,africa,2024,4,4,
-33.2,26.4,africa,2023,1,2,
-2.7,37.1,africa,2025,14,15,11.429
6.3,2.4,africa,2024,3,3,
13.3,-13.4,africa,2025,2,2,
10.7,47.3,africa,2024,2,3,
-3.5,36.7,africa,2023,3,3,
-18.3,35.3,africa,2024,1,1,
-19.0,48.4,africa,2023,1,1,
-7.1,37.6,africa,2024,11,6,5.636
-0.2,11.5,africa,2024,9,7,
30.9,-6.8,africa,2024,4,4,
5.7,0.6,africa,2025,1,1,
-9.4,13.1,africa,2023,1,1,
17.1,-14.1,africa,2024,2,1,
31.2,-4.0,africa,2024,13,9,7.804
-23.2,43.6,africa,2023,4,4,
-1.4,29.6,africa,2023,1,1,
-6.4,37.0,africa,2023,12,6,5.621
-14.9,13.3,africa,2023,1,2,
-29.3,25.9,africa,2025,2,2,
-27.2,20.5,africa,2024,1,1,
-3.3,36.8,africa,2023,3,2,
-26.9,21.8,africa,2024,7,14,
-18.0,24.6,africa,2023,2,2,
13.2,-16.6,africa,2023,14,10,8.022
7.1,13.6,africa,2025,2,2,
31.5,-5.6,africa,2024,8,7,
-4.2,35.4,africa,2023,1,1,
16.0,-16.3,africa,2024,2,1,
0.0,34.4,africa,2025,2,1,
-15.4,35.3,africa,2024,5,4,
-29.6,25.5,africa,2023,2,2,
-15.0,26.0,africa,2025,4,1,
-32.1,19.0,africa,2024,1,1,
-34.3,21.8,africa,2025,4,3,
33.7,-7.0,africa,2023,2,2,
34.8,-6.3,africa,2023,1,1,
4.1,10.1,africa,2023,3,2,
-29.4,26.7,africa,2024,1,1,
-7.8,35.7,africa,2023,1,1,
-29.5,25.8,africa,2023,1,1,
-34.3,21.8,africa,2023,1,3,
-22.7,45.3,africa,2024,10,3,3.0
-13.3,48.2,africa,2024,3,3,
-3.4,36.2,africa,2023,1,1,
-33.4,20.0,africa,2025,1,1,
-2.8,35.9,africa,2024,8,5,
-25.0,31.9,africa,2023,1,1,
2.3,31.5,africa,2025,16,14,9.5
-19.2,15.9,africa,2023,4,4,
-1.6,35.1,africa,2023,8,7,
-1.6,35.3,africa,2024,11,6,5.636
-4.1,37.8,africa,2025,3,2,
0.1,37.7,africa,2023,2,2,
-18.3,32.7,africa,2024,3,2,
-11.7,32.0,africa,2023,2,2,
-18.1,25.8,africa,2023,1,1,
36.6,5.8,africa,2023,1,1,
-29.6,26.3,africa,2023,3,4,
36.5,5.7,africa,2025,2,1,
36.6,5.8,africa,2024,3,1,
22.6,-14.6,africa,2024,1,1,
36.6,5.6,africa,2023,1,1,
36.5,5.4,africa,2025,2,1,
1.6,10.8,africa,2023,1,3,
-6.4,37.0,africa,2025,3,2,
-19.3,16.0,africa,2023,1,1,
4.9,9.6,africa,2025,1,1,
9.5,44.1,africa,2023,1,1,
-12.9,32.9,africa,2025,5,2,
16.4,-15.7,africa,2024,2,2,
10.7,47.2,africa,2024,7,4,
-29.2,25.8,africa,2023,4,4,
30.2,-6.0,africa,2024,3,1,
-28.3,27.9,africa,2023,3,3,
-19.2,32.8,africa,2024,4,2,
10.7,19.9,africa,2024,2,1,
-1.4,36.8,africa,2024,2,2,
-24.1,30.5,africa,2024,3,3,
-33.4,26.9,africa,2023,1,5,
-2.4,34.7,africa,2024,2,2,
-29.9,30.5,africa,2025,2,2,
-24.2,29.4,africa,2025,1,1,
-23.2,31.3,africa,2025,1,2,
-2.6,34.7,africa,2025,1,1,
-33.0,26.4,africa,2023,1,3,
-28.0,28.1,africa,2024,2,1,
5.4,-1.5,africa,2024,9,8,
7.6,-11.0,africa,2025,3,3,
-29.5,25.7,africa,2024,2,2,
-30.6,26.6,africa,2025,6,3,
-1.1,37.1,africa,2023,3,2,
-34.2,18.8,africa,2023,3,3,
-29.5,26.0,africa,2024,1,1,
-3.3,29.5,africa,2024,3,3,
-34.1,22.5,africa,2025,3,2,
-29.1,25.8,africa,2023,1,1,
-23.0,31.2,africa,2024,1,1,
10.9,-0.9,africa,2024,1,1,
-13.0,32.8,africa,2025,3,3,
-33.3,20.0,africa,2025,1,1,
29.8,-6.2,africa,2023,2,1,
-34.0,22.4,africa,2025,4,7,
-23.7,43.6,africa,2024,4,5,
-20.0,23.3,africa,2025,1,1,
-29.4,26.0,africa,2023,4,4,
-33.3,26.5,africa,2023,3,4,
15.8,-16.3,africa,2023,1,2,
-2.2,37.6,africa,2023,1,1,
0.1,38.2,africa,2024,3,4,
10.9,19.9,africa,2024,2,2,
-15.0,28.0,africa,2025,3,2,
11.0,19.7,africa,2024,3,3,
31.4,-7.5,africa,2024,1,1,
8.3,-8.4,africa,2025,5,3,
-29.0,25.0,africa,2023,1,2,
-29.6,25.8,africa,2024,3,4,
-3.1,36.7,africa,2024,6,5,
10.8,-0.9,africa,2024,1,1,
-29.4,26.3,africa,2024,1,1,
-2.8,37.2,africa,2023,3,3,
8.1,13.8,africa,2025,1,1,
14.6,-17.5,africa,2025,3,3,
-1.5,35.0,africa,2023,8,8,
0.0,30.3,africa,2025,4,3,
5.2,-4.1,africa,2025,2,1,
8.4,-13.2,africa,2025,1,1,
9.5,44.0,africa,2023,4,1,
-29.1,26.1,africa,2025,2,3,
9.0,39.9,africa,2024,1,2,
-11.5,24.6,africa,2023,1,1,
-28.5,27.1,africa,2024,1,1,
13.4,-16.7,africa,2025,1,1,
-15.7,29.3,africa,2024,1,3,
13.6,-15.1,africa,2025,1,2,
-25.4,28.4,africa,2024,1,1,
13.1,-16.4,africa,2025,1,1,
-8.1,15.0,africa,2025,1,1,
4.3,10.1,africa,2023,2,1,
0.9,24.5,africa,2025,2,1,
12.5,-12.4,africa,2023,1,1,
-20.4,14.9,africa,2023,3,4,
12.8,-16.7,africa,2023,2,2,
-29.5,25.8,africa,2024,5,5,
-4.3,55.8,africa,2023,1,1,
-29.4,27.1,africa,2023,1,1,
-28.9,31.4,africa,2025,2,1,
-4.7,55.4,africa,2024,1,1,
-29.7,26.1,africa,2024,3,4,
-29.4,26.3,africa,2023,4,4,
-30.5,24.3,africa,2024,2,2,
5.0,-1.5,africa,2024,5,3,
-29.3,25.6,africa,2023,2,3,
-29.3,26.1,africa,2024,2,2,
16.4,-14.9,africa,2024,6,3,
-19.2,23.7,africa,2025,3,4,
-2.5,34.8,africa,2023,5,3,
-5.2,38.6,africa,2025,40,15,9.03
-20.2,57.5,africa,2025,1,2,
-2.5,34.7,africa,2025,7,2,
29.9,-9.7,africa,2023,8,7,
29.9,-9.7,africa,2024,2,1,
36.2,6.6,africa,2025,2,2,
-29.3,25.9,africa,2023,3,2,
-7.0,36.5,africa,2024,2,4,
-29.6,26.3,africa,2024,1,1,
-33.1,19.7,africa,2024,2,2,
30.0,-9.7,africa,2025,3,1,
-25.5,29.0,africa,2023,1,1,
31.6,-8.0,africa,2025,2,3,
14.0,-16.7,africa,2023,3,3,
31.2,-4.1,africa,2024,1,1,
-28.1,32.3,africa,2025,1,1,
-3.2,35.5,africa,2025,3,2,
-17.7,30.9,africa,2025,1,2,
-29.1,25.7,africa,2024,1,1,
30.6,-7.6,africa,2023,1,2,
-28.3,27.8,africa,2024,1,1,
-7.1,37.6,africa,2023,6,4,
-29.5,25.8,africa,2025,7,5,
-29.4,25.8,africa,2025,7,6,
-29.1,25.7,africa,2025,2,2,
-29.0,25.1,africa,2024,1,1,
-29.4,25.9,africa,2025,1,1,
-27.0,28.0,africa,2024,1,1,
-29.4,26.4,africa,2025,1,1,
-29.4,25.9,africa,2024,4,3,
-29.3,25.8,africa,2024,1,1,
-29.4,26.5,africa,2023,1,1,
-24.3,30.9,africa,2025,1,2,
-29.4,26.1,africa,2023,4,2,
6.9,2.1,africa,2024,1,1,
-29.4,26.1,africa,2024,1,1,
-29.3,25.8,africa,2023,2,3,
-29.3,26.2,africa,2024,2,2,
-29.3,25.8,africa,2025,1,1,
2.9,16.3,africa,2025,4,2,
-24.0,29.9,africa,2023,2,2,
-18.9,16.9,africa,2024,1,1,
-28.6,27.3,africa,2024,1,1,
-29.1,26.1,africa,2024,1,1,
31.3,-6.0,africa,2025,17,7,5.761
6.1,-10.4,africa,2023,1,1,
-29.2,25.8,africa,2024,1,1,
23.6,-15.8,africa,2023,1,2,
-0.8,30.1,africa,2023,2,2,
6.7,-11.4,africa,2025,1,1,
10.2,-12.0,africa,2023,2,4,
22.9,-14.8,africa,2025,8,3,
22.6,-14.5,africa,2024,5,2,
31.1,-4.0,africa,2024,1,1,
6.7,-1.6,africa,2023,1,1,
-29.2,26.1,africa,2025,2,2,
7.5,-8.6,africa,2024,1,1,
-3.6,39.8,africa,2025,1,1,
-23.5,27.4,africa,2024,2,2,
-3.4,39.8,africa,2024,32,24,11.561
8.4,-13.3,africa,2023,10,7,7.0
16.5,-14.9,africa,2024,3,2,
-8.5,35.9,africa,2023,2,1,
1.1,17.3,africa,2024,1,1,
-29.3,26.3,africa,2023,4,4,
-20.1,57.6,africa,2023,9,7,
-29.0,25.8,africa,2024,1,1,
-20.5,57.4,africa,2025,17,9,6.787
0.9,35.5,africa,2024,1,1,
-31.9,22.8,africa,2025,1,1,
-29.4,25.8,africa,2023,5,4,
-3.9,39.8,africa,2023,1,1,
-12.9,15.0,africa,2025,1,1,
-26.2,28.0,africa,2024,2,6,
5.3,-1.4,africa,2023,3,2,
-2.8,37.3,africa,2024,1,1,
9.8,8.9,africa,2023,1,4,
-33.4,26.8,africa,2023,2,3,
-0.3,30.1,africa,2023,1,1,
-29.7,29.4,africa,2024,6,7,
-28.9,26.5,africa,2024,1,1,
-3.3,37.4,africa,2025,1,1,
31.2,-4.0,africa,2025,3,3,
-25.6,30.9,africa,2023,5,9,
-24.4,31.7,africa,2023,1,1,
13.6,-15.0,africa,2023,1,1,
-28.5,32.3,africa,2023,1,2,
-12.6,30.2,africa,2024,7,7,
5.1,-1.4,africa,2023,2,2,
-24.7,31.5,africa,2024,1,2,
2.8,16.2,africa,2025,7,2,
33.4,-5.3,africa,2025,5,1,
25.6,32.6,africa,2025,1,1,
-34.3,18.4,africa,2024,1,1,
-2.0,30.0,africa,2023,30,14,7.539
-15.1,12.4,africa,2025,1,1,
-19.9,13.8,africa,2023,1,1,
-25.7,28.2,africa,2024,1,2,
14.1,-16.2,africa,2024,2,1,
-28.6,28.0,africa,2024,1,1,
-3.3,36.7,africa,2024,3,2,
-29.2,26.1,africa,2024,1,1,
4.1,9.1,africa,2023,2,2,
9.0,7.4,africa,2024,2,2,
11.8,13.1,africa,2024,5,5,
0.2,34.8,africa,2023,1,1,
9.3,46.7,africa,2024,1,1,
-0.4,36.6,africa,2023,1,1,
31.0,-4.1,africa,2024,1,1,
-23.6,22.6,africa,2023,1,2,
-29.2,25.8,africa,2025,1,1,
-19.1,32.6,africa,2025,2,3,
-3.1,36.6,africa,2024,3,2,
-34.0,23.5,africa,2023,1,2,
-8.9,16.0,africa,2025,2,3,
-34.0,23.7,africa,2023,1,1,
-11.9,32.2,africa,2024,5,3,
-25.6,30.9,africa,2024,1,2,
-23.4,27.4,africa,2023,3,4,
9.2,44.7,africa,2024,7,2,
22.8,-14.7,africa,2024,1,1,
2.4,31.4,africa,2025,1,1,
1.5,31.9,africa,2025,3,3,
-15.8,46.3,africa,2024,1,1,
3.9,17.2,africa,2025,4,6,
3.9,11.3,africa,2023,2,2,
14.1,-16.7,africa,2025,1,2,
0.1,32.2,africa,2025,8,5,
6.8,-1.6,africa,2023,9,7,
-25.6,31.0,africa,2025,1,2,
8.6,-9.6,africa,2023,1,1,
-25.6,30.1,africa,2023,2,2,
-29.5,25.5,africa,2023,1,1,
0.1,6.5,africa,2025,1,1,
-2.0,30.1,africa,2025,4,5,
-4.8,55.4,africa,2024,1,1,
6.8,2.1,africa,2024,2,2,
-3.4,36.6,africa,2025,2,2,
7.3,3.9,africa,2023,1,1,
-23.6,31.3,africa,2025,1,1,
-12.3,30.6,africa,2025,8,7,
-17.4,13.5,africa,2025,1,1,
-17.5,24.3,africa,2025,2,8,
-13.2,31.7,africa,2024,2,2,
-18.4,33.0,africa,2025,2,5,
8.4,-13.3,africa,2024,2,2,
7.1,2.1,africa,2024,1,1,
-0.7,30.9,africa,2025,21,16,8.749
-34.1,19.6,africa,2025,3,11,
-17.0,46.9,africa,2023,1,1,
-6.8,39.2,africa,2023,1,1,
-7.2,34.2,africa,2023,2,1,
-17.5,13.9,africa,2025,1,1,
-5.2,38.5,africa,2025,2,2,
-14.9,13.3,africa,2025,3,2,
-1.4,36.7,africa,2025,3,3,
-11.7,14.8,africa,2025,1,1,
-12.4,31.5,africa,2024,1,1,
-34.0,18.6,africa,2024,1,1,
-19.1,16.4,africa,2024,1,1,
14.4,-17.1,africa,2025,1,1,
-26.0,16.2,africa,2023,1,1,
-33.0,17.8,africa,2024,1,1,
11.1,19.7,africa,2024,2,3,
7.3,-11.3,africa,2023,1,1,
5.8,0.5,africa,2025,4,4,
-29.6,26.1,africa,2023,1,1,
-30.4,25.8,africa,2024,2,2,
-0.1,11.6,africa,2024,3,3,
16.0,-16.4,africa,2024,1,1,
-25.4,28.3,africa,2024,2,1,
12.4,-16.6,africa,2023,1,1,
36.4,6.7,africa,2025,1,1,
-8.6,35.2,africa,2025,16,8,6.49
4.2,10.5,africa,2023,3,1,
-7.1,39.0,africa,2024,1,1,
7.0,13.7,africa,2025,1,2,
-28.1,27.9,africa,2024,1,1,
0.2,30.0,africa,2025,1,1,
0.6,30.2,africa,2023,1,1,
-30.0,25.3,africa,2023,1,1,
-13.1,40.5,africa,2024,1,1,
-18.4,32.6,africa,2024,1,1,
29.8,-6.1,africa,2023,2,3,
-29.8,25.5,africa,2025,1,1,
-15.7,29.3,africa,2023,1,1,
32.2,-1.8,africa,2024,1,1,
33.2,-7.2,africa,2025,1,1,
23.8,-15.6,africa,2024,1,4,
31.4,-6.1,africa,2024,2,1,
12.3,-1.5,africa,2024,2,3,
-34.3,20.2,africa,2024,1,2,
-20.4,57.4,africa,2025,5,4,
0.0,37.7,africa,2023,1,1,
0.3,6.7,africa,2025,1,1,
-0.4,34.9,africa,2024,1,1,
-29.8,31.0,africa,2024,2,2,
-0.6,37.0,africa,2023,2,1,
6.0,-1.4,africa,2023,1,1,
-0.8,37.2,africa,2024,10,4,4.0
0.1,37.8,africa,2023,2,1,
-0.7,37.2,africa,2025,1,1,
33.3,-2.5,africa,2024,3,2,
9.6,-1.8,africa,2024,1,1,
-22.6,31.1,africa,2024,1,2,
34.4,-2.7,africa,2024,2,1,
1.0,17.2,africa,2024,2,4,
-25.1,46.3,africa,2024,1,1,
-23.9,30.2,africa,2024,2,1,
-17.6,24.4,africa,2024,1,3,
-19.0,14.8,africa,2023,1,1,
7.2,5.1,africa,2023,1,1,
-29.5,26.2,africa,2024,1,1,
-2.8,37.0,africa,2024,3,2,
13.1,-16.7,africa,2023,2,2,
5.8,0.6,africa,2024,2,2,
-22.8,31.0,africa,2023,1,1,
-2.0,30.1,africa,2023,3,3,
-17.4,13.5,africa,2024,3,2,
-0.5,36.0,africa,2024,3,3,
-34.4,18.4,africa,2024,1,1,
-34.1,23.9,africa,2023,1,1,
-33.6,19.1,africa,2024,1,1,
-34.0,22.6,africa,2025,2,2,
-34.1,23.0,africa,2025,1,2,
-28.5,29.1,africa,2025,2,2,
-22.7,17.0,africa,2023,1,2,
36.1,6.9,africa,2024,1,1,
-24.6,30.8,africa,2024,1,4,
-1.8,12.8,africa,2023,1,1,
-34.1,22.8,africa,2023,1,1,
-21.4,55.6,africa,2023,1,1,
8.5,45.9,africa,2024,2,1,
8.5,46.0,africa,2024,3,1,
0.6,9.4,africa,2024,2,1,
15.8,-16.6,africa,2025,2,1,
-13.1,31.8,africa,2023,1,1,
-2.8,36.2,africa,2025,2,1,
-3.3,29.3,africa,2025,1,2,
-23.1,31.3,africa,2025,1,2,
-3.7,38.4,africa,2024,1,1,
-18.1,20.7,africa,2025,6,7,
-0.4,30.1,africa,2024,1,1,
-13.4,32.8,africa,2025,2,1,
-19.0,32.6,africa,2024,2,1,
-26.2,27.9,africa,2025,1,1,
0.6,37.6,africa,2025,1,1,
-26.2,27.9,africa,2023,2,2,
-27.0,21.7,africa,2025,2,3,
0.8,30.1,africa,2024,2,2,
-20.5,57.3,africa,2025,9,10,
5.8,10.1,africa,2025,1,1,
-28.2,32.0,africa,2025,2,3,
10.9,19.8,africa,2024,1,1,
-8.9,16.0,africa,2023,2,2,
-20.5,57.7,africa,2025,4,4,
-24.6,30.9,africa,2024,1,2,
8.9,46.1,africa,2024,4,2,
7.1,-1.8,africa,2023,3,1,
-30.4,26.5,africa,2024,2,2,
-20.1,57.5,africa,2025,1,1,
-19.9,47.0,africa,2024,1,1,
1.6,16.0,africa,2023,1,2,
-20.6,47.2,africa,2024,1,1,
5.1,-2.7,africa,2024,1,1,
-29.3,25.2,africa,2025,3,2,
0.3,9.3,africa,2024,2,2,
-30.2,25.6,africa,2024,2,5,
-29.2,26.0,africa,2025,2,2,
-25.3,31.3,africa,2025,2,2,
-25.2,27.6,africa,2024,1,1,
16.1,-23.0,africa,2024,2,2,
5.9,0.0,africa,2024,1,1,
-34.1,22.2,africa,2023,1,1,
-30.3,26.9,africa,2023,1,1,
31.6,-8.1,africa,2025,2,2,
-34.1,18.8,africa,2025,1,1,
-17.4,34.9,africa,2024,1,1,
-29.6,30.4,africa,2024,2,4,
-34.5,17.5,africa,2024,1,1,
36.2,6.5,africa,2023,2,2,
0.3,30.4,africa,2023,2,2,
35.7,-5.9,africa,2025,1,1,
-3.4,35.6,africa,2025,1,1,
7.7,-8.9,africa,2024,1,1,
12.3,-1.6,africa,2024,1,1,
-8.6,13.8,africa,2025,1,1,
4.1,9.2,africa,2025,1,1,
12.6,-12.3,africa,2024,2,1,
14.5,-17.2,africa,2023,3,3,
0.4,35.9,africa,2024,4,1,
2.7,16.3,africa,2025,1,1,
-33.3,22.0,africa,2025,1,4,
13.7,-13.8,africa,2024,1,1,
-32.9,21.9,africa,2025,1,1,
-23.5,43.7,africa,2024,3,3,
2.6,36.9,africa,2023,1,2,
-3.1,34.9,africa,2023,3,2,
5.8,0.0,africa,2023,1,1,
-29.5,25.9,africa,2024,2,5,
-18.1,20.8,africa,2024,2,2,
-3.4,35.8,africa,2025,1,1,
-1.4,36.9,africa,2023,1,1,
8.9,40.0,africa,2024,1,1,
7.4,-8.7,africa,2025,2,1,
-29.7,31.1,africa,2024,2,2,
-22.4,31.1,africa,2024,1,1,
-25.1,46.3,africa,2025,1,1,
6.1,-0.6,africa,2024,1,1,
33.1,-7.1,africa,2025,4,4,
0.6,37.5,africa,2025,1,1,
9.3,46.5,africa,2024,3,1,
-3.0,38.0,africa,2024,1,1,
33.2,-2.7,africa,2024,1,1,
-29.7,17.8,africa,2024,1,1,
1.0,34.6,africa,2023,3,1,
-18.8,16.9,africa,2024,3,1,
-29.2,25.6,africa,2024,1,1,
-29.9,25.9,africa,2025,2,2,
11.8,-15.7,africa,2023,1,1,
16.6,-15.9,africa,2024,1,1,
16.9,-25.4,africa,2024,3,1,
-25.7,28.9,africa,2024,1,2,
-21.2,14.8,africa,2024,1,1,
11.6,-14.8,africa,2023,1,1,
-17.8,30.9,africa,2025,1,1,
13.8,-16.6,africa,2024,1,1,
-23.0,14.4,africa,2025,1,1,
-29.9,25.7,africa,2024,2,3,
29.1,-9.7,africa,2024,1,1,
-33.9,18.4,africa,2024,1,1,
14.4,-17.1,africa,2023,1,1,
16.2,-23.0,africa,2024,1,2,
23.0,-14.9,africa,2023,1,1,
23.8,-15.6,africa,2025,1,1,
-29.4,25.7,africa,2023,1,1,
-34.1,18.5,africa,2024,2,1,
1.0,34.6,africa,2025,1,1,
-34.2,24.8,africa,2024,1,2,
-32.1,18.3,africa,2023,1,1,
-18.9,47.5,africa,2024,1,1,
21.0,-11.5,africa,2024,2,1,
-26.2,28.2,africa,2025,1,1,
-29.9,25.3,africa,2023,1,2,
12.5,-12.3,africa,2024,2,1,
-33.8,26.5,africa,2023,1,6,
31.6,-8.0,africa,2024,3,1,
30.5,-7.9,africa,2023,1,1,
31.4,-4.3,africa,2024,1,1,
9.5,44.3,africa,2024,1,1,
31.2,-4.3,africa,2024,1,1,
5.9,0.5,africa,2024,1,1,
-23.5,43.8,africa,2024,1,1,
-22.9,44.6,africa,2024,2,1,
5.6,-0.2,africa,2025,1,1,
-21.0,55.6,africa,2023,3,4,
31.5,-6.0,africa,2023,1,1,
-19.0,16.6,africa,2024,2,1,
5.3,-4.1,africa,2024,1,2,
-22.7,14.5,africa,2025,3,3,
-2.5,29.2,africa,2024,1,1,
14.6,-17.1,africa,2025,1,1,
-2.5,29.2,africa,2025,1,1,
-17.5,13.6,africa,2025,1,1,
-3.5,35.8,africa,2025,1,1,
-3.0,35.3,africa,2023,1,1,
-4.2,37.8,africa,2023,1,1,
-23.5,43.8,africa,2023,1,1,
-30.3,26.5,africa,2024,1,1,
2.9,16.4,africa,2025,13,2,2.0
-19.9,13.9,africa,2023,1,1,
23.0,-15.0,africa,2023,1,1,
5.5,-0.2,africa,2025,1,3,
2.2,15.7,africa,2023,2,3,
-26.0,27.2,africa,2023,1,2,
16.1,-22.9,africa,2024,3,2,
-15.8,46.2,africa,2024,2,1,
-24.6,31.7,africa,2025,1,1,
4.8,9.7,africa,2025,1,1,
-29.3,26.2,africa,2023,1,1,
-0.7,37.2,africa,2023,1,1,
-25.1,31.6,africa,2024,2,1,
-9.0,36.6,africa,2025,1,1,
23.0,-15.0,africa,2024,4,3,
-3.0,37.5,africa,2025,1,1,
21.0,-11.5,africa,2023,1,2,
36.3,6.5,africa,2025,1,1,
-29.0,26.5,africa,2024,1,1,
-29.5,26.1,africa,2025,1,1,
13.3,-16.6,africa,2025,3,3,
-15.9,25.8,africa,2025,1,1,
-20.7,17.3,africa,2024,2,1,
5.8,-7.5,africa,2023,2,1,
-11.0,24.0,africa,2024,2,1,
0.5,37.5,africa,2023,1,1,
-27.1,28.0,africa,2024,1,1,
-34.2,18.9,africa,2024,1,1,
-28.9,22.0,africa,2023,2,2,
-3.1,39.8,africa,2023,1,1,
-34.0,23.6,africa,2023,1,2,
-33.9,22.4,africa,2024,1,1,
-25.4,30.1,africa,2023,1,1,
30.9,-4.0,africa,2024,1,1,
-18.4,32.9,africa,2025,1,1,
-33.3,18.1,africa,2023,1,1,
-18.9,48.4,africa,2024,1,1,
-20.1,33.2,africa,2024,1,1,
-23.5,43.7,africa,2025,1,1,
-2.6,34.8,africa,2024,1,1,
24.3,9.4,africa,2024,1,1,
-30.8,30.4,africa,2025,1,1,
-6.0,39.3,africa,2024,1,1,
-9.6,17.5,africa,2025,1,1,
-19.1,16.4,africa,2023,1,1,
-3.4,37.3,africa,2025,1,1,
8.9,40.0,africa,2023,1,1,
-32.6,19.8,africa,2025,1,1,
-32.4,19.7,africa,2023,1,1,
9.7,0.8,africa,2023,2,3,
6.4,3.5,africa,2024,1,1,
36.5,6.2,africa,2025,1,1,
36.7,3.0,africa,2025,1,1,
11.1,-4.3,africa,2023,1,1,
35.5,-5.4,africa,2024,2,2,
-0.6,29.7,africa,2023,1,1,
36.4,4.3,africa,2024,1,1,
-26.2,28.0,africa,2023,1,1,
-6.3,39.4,africa,2025,3,1,
33.7,-2.1,africa,2024,1,1,
-26.8,27.0,africa,2025,1,1,
24.0,10.7,africa,2024,1,1,
7.0,38.4,africa,2025,1,1,
-24.3,27.9,africa,2024,1,1,
-33.8,22.4,africa,2024,1,1,
-22.5,28.5,africa,2023,1,1,
8.3,-8.5,africa,2025,2,2,
2.8,31.2,africa,2025,1,1,
-27.1,27.5,africa,2025,1,1,
33.9,-2.0,africa,2024,1,1,
-2.8,37.3,africa,2025,1,1,
-3.1,28.4,africa,2023,1,3,
9.0,7.5,africa,2025,1,1,
8.2,-9.5,africa,2025,1,1,
36.7,10.1,africa,2025,1,1,
-0.5,36.1,africa,2025,1,1,
-27.8,29.9,africa,2023,1,1,
-32.1,18.3,africa,2025,1,1,
9.0,7.4,africa,2025,1,1,
-34.1,23.4,africa,2025,1,1,
-34.0,22.3,africa,2024,1,1,
-2.0,35.5,africa,2025,1,1,
-29.0,31.7,africa,2025,3,2,
13.6,-14.9,africa,2023,1,1,
13.4,-15.9,africa,2024,2,1,
25.8,32.7,africa,2025,1,1,
-4.8,38.3,africa,2024,2,2,
36.5,5.8,africa,2025,1,1,
0.0,36.9,africa,2023,1,1,
-7.0,37.6,africa,2023,1,1,
-0.6,31.0,africa,2024,1,1,
1.6,31.5,africa,2024,1,1,
13.8,15.4,africa,2024,1,5,
13.3,-16.8,africa,2024,1,2,
8.9,-11.8,africa,2025,1,1,
